,metascore,name,userscore,name_new
9142,71,Fairy Fencer F: Advent Dark Force,6.8,fairyfencerf adventdarkforce
9143,71,Sherlock Holmes: The Devil's Daughter,7.1,sherlockholmes thedevil sdaughter
9144,71,No Man's Sky,4.6,noman ssky
9145,70,Sheltered,6.4,sheltered
9146,70,Deadlight: Director's Cut,6.6,deadlight director scut
9147,70,I Am Setsuna,7.2,iamsetsuna
9148,70,Brigador,7.6,brigador
9149,70,God Eater Resurrection,7.2,godeaterresurrection
9150,70,The Walking Dead: Michonne - Episode 1: In Too Deep,7.1,thewalkingdead michonne episode1 intoodeep
9151,70,Obliteracers,,obliteracers
9152,70,Human: Fall Flat,7.6,human fallflat
9153,70,Hitman - Episode 5: Colorado,7.2,hitman episode5 colorado
9154,74,Story of Seasons: Trio of Towns,8.0,storyofseasons triooftowns
9155,74,A Pixel Story,,apixelstory
9156,74,Alone With You,5.6,alonewithyou
9157,74,A Hat in Time,7.7,ahatintime
9158,74,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,5.2,marvel sguardiansofthegalaxy episode1 tangledupinblue
9159,74,Expeditions: Viking,8.1,expeditions viking
9160,74,Mages of Mystralia,8.4,magesofmystralia
9161,74,AER: Memories of Old,7.2,aer memoriesofold
9162,74,The Surge,7.6,thesurge
9163,74,Gigantic,8.6,gigantic
9164,74,Snake Pass,6.9,snakepass
9165,74,NBA 2K18,4.3,nba2k18
9166,74,ChromaGun,5.6,chromagun
9167,74,Collar x Malice,8.2,collarxmalice
9168,74,Super Cloudbuilt,8.6,supercloudbuilt
9169,74,Pinball FX 2: Star Wars Pinball - Rogue One,2.2,pinballfx2 starwarspinball rogueone
9170,74,Milkmaid of the Milky Way,7.1,milkmaidofthemilkyway
9171,74,God Wars: Future Past,7.0,godwars futurepast
9172,74,Lego Marvel Super Heroes 2,7.4,legomarvelsuperheroes2
9173,74,SUPERBEAT: XONiC,6.9,superbeat xonic
9174,74,Samurai Warriors: Spirit of Sanada,6.6,samuraiwarriors spiritofsanada
9175,74,Chroma Squad,6.4,chromasquad
9176,74,Sky Force Reloaded,7.3,skyforcereloaded
9177,74,Implosion - Never Lose Hope,7.5,implosion neverlosehope
9178,74,Atelier Firis: The Alchemist and the Mysterious Journey,7.0,atelierfiris thealchemistandthemysteriousjourney
9179,74,Fire Emblem Warriors,8.0,fireemblemwarriors
9180,74,Kamiko,7.5,kamiko
9181,74,Cat Quest,7.5,catquest
9182,74,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,6.5,thewalkingdead thetelltaleseries anewfrontierepisode5 fromthegallows
9183,74,Sparc,7.0,sparc
9184,74,Culdcept Revolt,7.9,culdceptrevolt
9185,74,Cat Quest,6.9,catquest
9186,74,Demon Gaze II,6.6,demongazeii
9187,74,Oriental Empires,6.5,orientalempires
9188,74,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,4.6,minecraft storymodeseasontwo episode2 giantconsequences
9189,74,Mirage: Arcane Warfare,3.7,mirage arcanewarfare
9190,73,Chicken Wiggle,6.6,chickenwiggle
9191,73,Max: The Curse of Brotherhood,6.0,max thecurseofbrotherhood
9192,73,Yo-kai Watch 2: Psychic Specters,8.1,yo kaiwatch2 psychicspecters
9193,73,Typoman: Revised,,typoman revised
9194,73,Regalia: Of Men and Monarchs,8.0,regalia ofmenandmonarchs
9195,73,Mom Hid My Game!,7.2,momhidmygame 
9196,73,Ashes Cricket,7.7,ashescricket
9197,73,World to the West,,worldtothewest
9198,73,Resident Evil: Revelations 2,7.6,residentevil revelations2
9199,73,Mega Man Legacy Collection 2,7.0,megamanlegacycollection2
9200,73,Children of Zodiarcs,7.2,childrenofzodiarcs
9201,73,Farming Simulator: Nintendo Switch Edition,7.5,farmingsimulator nintendoswitchedition
9202,73,Human: Fall Flat,6.4,human fallflat
9203,73,Mages of Mystralia,,magesofmystralia
9204,73,LEGO Marvel Super Heroes 2,7.1,legomarvelsuperheroes2
9205,73,Aven Colony,6.9,avencolony
9206,73,Yono and the Celestial Elephants,7.1,yonoandthecelestialelephants
9207,73,Get Even,8.3,geteven
9208,73,The Surge,7.0,thesurge
9209,73,SpellForce 3,7.7,spellforce3
9210,73,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,6.0,marvel sguardiansofthegalaxy episode4 whoneedsyou
9211,73,Starpoint Gemini Warlords,7.2,starpointgeminiwarlords
9212,73,Yooka-Laylee,5.6,yooka laylee
9213,73,Raiden V: Director's Cut,6.4,raidenv director scut
9214,73,Nidhogg 2,5.9,nidhogg2
9215,73,ClaDun Returns: This is Sengoku!,6.1,cladunreturns thisissengoku 
9216,73,Yooka-Laylee,6.5,yooka laylee
9217,73,Call of Duty: WWII,3.3,callofduty wwii
9218,73,Agents of Mayhem,6.2,agentsofmayhem
9219,72,Styx: Shards of Darkness,7.0,styx shardsofdarkness
9220,72,The Surge,6.9,thesurge
9221,72,CastleStorm: Virtual Reality,4.3,castlestorm virtualreality
9222,72,Tower 57,7.2,tower57
9223,72,Cars 3: Driven to Win,5.7,cars3 driventowin
9224,72,88 Heroes,5.8,88heroes
9225,72,Mass Effect: Andromeda,4.9,masseffect andromeda
9226,72,The Wardrobe,7.1,thewardrobe
9227,72,Purrfect Date,,purrfectdate
9228,72,Semispheres,5.8,semispheres
9229,72,Senko no Ronde 2,,senkonoronde2
9230,72,Namco Museum,7.3,namcomuseum
9231,72,Spintires: Mudrunner,8.4,spintires mudrunner
9232,72,Matterfall,7.2,matterfall
9233,72,Conarium,7.0,conarium
9234,72,NBA Live 18,5.5,nbalive18
9235,72,NBA Live 18,6.1,nbalive18
9236,72,Snake Pass,7.5,snakepass
9237,72,Skylanders Imaginators,5.4,skylandersimaginators
9238,72,Styx: Shards of Darkness,7.6,styx shardsofdarkness
9239,72,Tiny Trax,5.6,tinytrax
9240,72,BUTCHER,5.0,butcher
9241,72,Narcosis,,narcosis
9242,72,Styx: Shards of Darkness,7.5,styx shardsofdarkness
9243,72,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,5.6,marvel sguardiansofthegalaxy episode1 tangledupinblue
9244,72,Patapon,5.5,patapon
9245,72,Dream Daddy: A Dad Dating Simulator,7.7,dreamdaddy adaddatingsimulator
9246,72,Batman: The Telltale Series,6.9,batman thetelltaleseries
9247,72,ECHO 2017,7.0,echo2017
9248,72,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',6.5,marvel sguardiansofthegalaxy episode5 don tstopbelievin 
9249,72,Semispheres,,semispheres
9250,72,The Count Lucanor,7.1,thecountlucanor
9251,72,Disc Jam,6.4,discjam
9252,72,Megaton Rainfall,6.6,megatonrainfall
9253,72,Serial Cleaner,7.1,serialcleaner
9254,64,The Simpsons Road Rage,7.5,thesimpsonsroadrage
9255,64,Fortress,,fortress
9256,64,Harry Potter and the Sorcerer's Stone,7.5,harrypotterandthesorcerer sstone
9257,64,Test Drive Off-Road Wide Open,8.3,testdriveoff roadwideopen
9258,64,4x4 Evolution,,4x4evolution
9259,64,Floigan Bros. Episode 1,7.2,floiganbros episode1
9260,63,NBA Hoopz,,nbahoopz
9261,63,Top Gun: Combat Zones,3.3,topgun combatzones
9262,63,The Weakest Link,7.2,theweakestlink
9263,63,City Crisis,6.2,citycrisis
9264,63,KAO the Kangaroo,6.8,kaothekangaroo
9265,62,NFL GameDay 2002,8.8,nflgameday2002
9266,62,Star Trek: Voyager Elite Force Expansion Pack,7.5,startrek voyagereliteforceexpansionpack
9267,62,One Piece Mansion,,onepiecemansion
9268,62,Kengo: Master of Bushido,8.4,kengo masterofbushido
9269,62,WWF Road to Wrestlemania,,wwfroadtowrestlemania
9270,62,ESPN NBA 2Night,,espnnba2night
9271,62,Hoshigami: Ruining Blue Earth,8.7,hoshigami ruiningblueearth
9272,62,Remote Assault,,remoteassault
9273,62,Wave Rally,4.5,waverally
9274,62,High Heat Major League Baseball 2002,,highheatmajorleaguebaseball2002
9275,62,Age of Sail II,,ageofsailii
9276,61,Pinobee: Wings of Adventure,,pinobee wingsofadventure
9277,61,Disney's Aladdin in Nasira's Revenge,6.7,disney saladdininnasira srevenge
9278,61,The Messenger,,themessenger
9279,61,AirForce Delta Storm,7.1,airforcedeltastorm
9280,61,The Simpsons Road Rage,8.3,thesimpsonsroadrage
9281,61,Disney's Tarzan Untamed,7.4,disney starzanuntamed
9282,61,Illbleed,8.4,illbleed
9283,61,Rune: Halls of Valhalla,7.5,rune hallsofvalhalla
9284,61,Original War,8.8,originalwar
9285,61,18 Wheeler: American Pro Trucker,5.6,18wheeler americanprotrucker
9286,61,X-Men: Reign of Apocalypse,,x men reignofapocalypse
9287,61,Virtua Athlete 2000,7.3,virtuaathlete2000
9288,61,Sunny Garcia Surfing,7.9,sunnygarciasurfing
9289,61,Road to India: Between Hell and Nirvana,,roadtoindia betweenhellandnirvana
9290,61,Gangsters 2: Vendetta,7.7,gangsters2 vendetta
9291,60,The Powerpuff Girls: Mojo Jojo A-Go-Go,,thepowerpuffgirls mojojojoa go go
9292,60,Adventure Pinball: Forgotten Island,7.0,adventurepinball forgottenisland
9293,60,Atari Anniversary Edition,,atarianniversaryedition
9294,59,Disney's Tarzan Untamed,7.1,disney starzanuntamed
9295,59,Soldier of Fortune: Gold Edition,6.8,soldieroffortune goldedition
9296,59,Green Berets: Powered by Myth II,,greenberets poweredbymythii
9297,59,Empire of the Ants,7.0,empireoftheants
9298,59,Conflict Zone,6.0,conflictzone
9299,59,4x4 EVO 2,6.2,4x4evo2
9300,59,Motor Mayhem: Vehicular Combat League,6.5,motormayhem vehicularcombatleague
9301,59,WarJetz,5.5,warjetz
9302,59,Men in Black - The Series: Crashdown,5.8,meninblack theseries crashdown
9303,59,Outlive,8.8,outlive
9304,59,Kingdom Under Fire: A War of Heroes,7.6,kingdomunderfire awarofheroes
9305,58,Casper: Spirit Dimensions,3.5,casper spiritdimensions
9306,58,Triple Play Baseball,6.8,tripleplaybaseball
9307,58,Odyssey: The Search for Ulysses,,odyssey thesearchforulysses
9308,58,Yanya Caballista: City Skater,6.3,yanyacaballista cityskater
9309,58,CART Fury Championship Racing,,cartfurychampionshipracing
9310,58,Takeda,7.1,takeda
9311,58,ESPN X Games Skateboarding,7.7,espnxgamesskateboarding
9312,58,Star Wars: Obi-Wan,5.9,starwars obi wan
9313,58,Shaun Palmer's Pro Snowboarder,,shaunpalmer sprosnowboarder
9314,58,Heavy Metal: Geomatrix,5.8,heavymetal geomatrix
9315,58,Pitfall: The Mayan Adventure,,pitfall themayanadventure
9316,58,Darkstone,8.4,darkstone
9317,58,Mobile Suit Gundam: Journey to Jaburo,8.2,mobilesuitgundam journeytojaburo
9318,57,Supercar Street Challenge,7.2,supercarstreetchallenge
9319,57,ESPN Great Outdoor Games Bass 2002,,espngreatoutdoorgamesbass2002
9320,57,BASS Strike,5.8,bassstrike
9321,57,Ducati World Racing Challenge,,ducatiworldracingchallenge
9322,57,World War II Online: Blitzkrieg,7.1,worldwariionline blitzkrieg
9323,57,Merchant Prince II,,merchantprinceii
9324,57,Pool of Radiance: Ruins of Myth Drannor,5.9,poolofradiance ruinsofmythdrannor
9325,57,Ready 2 Rumble Boxing: Round 2,,ready2rumbleboxing round2
9326,57,The Ward,,theward
9327,57,Arctic Thunder,6.0,arcticthunder
9328,57,NHL FaceOff 2001,4.0,nhlfaceoff2001
9329,57,Army Men Advance,,armymenadvance
9330,56,Deadly Dozen,7.5,deadlydozen
9331,56,Tang Tang,,tangtang
9332,55,Surf Rocket Racers,,surfrocketracers
9333,55,Legends of Wrestling,8.2,legendsofwrestling
9334,55,Codename: Outbreak,7.5,codename outbreak
9335,55,Gunfighter: The Legend of Jesse James,,gunfighter thelegendofjessejames
9336,55,Driving Emotion Type-S,3.5,drivingemotiontype s
9337,54,Army Men: Sarge's Heroes 2,4.6,armymen sarge sheroes2
9338,54,World's Scariest Police Chases,6.7,world sscariestpolicechases
9339,54,Star Wars: Battle for Naboo,6.5,starwars battlefornaboo
9340,54,NBA ShootOut 2001,,nbashootout2001
9341,54,Carnivores: Ice Age,7.2,carnivores iceage
9342,53,NBA ShootOut 2002,,nbashootout2002
9343,53,Aidyn Chronicles: The First Mage,7.8,aidynchronicles thefirstmage
9344,53,NFL Quarterback Club 2002,,nflquarterbackclub2002
9345,53,Legends of Might and Magic,7.7,legendsofmightandmagic
9346,53,Gorasul: Legacy of the Dragon,5.6,gorasul legacyofthedragon
9347,53,Iridion 3D,,iridion3d
9348,53,Cruis'n Velocity,,cruis nvelocity
9349,53,Rune: Viking Warlord,7.6,rune vikingwarlord
9350,53,Dark Angel: Vampire Apocalypse,5.6,darkangel vampireapocalypse
9351,53,Portal Runner,6.7,portalrunner
9352,52,KAO the Kangaroo,,kaothekangaroo
9353,52,NCAA Final Four 2002,6.5,ncaafinalfour2002
9354,64,Assassin's Creed Liberation HD,6.1,assassin screedliberationhd
9355,64,The Legend of Korra,7.4,thelegendofkorra
9356,64,Gods Will Be Watching,6.4,godswillbewatching
9357,64,The Crew,5.7,thecrew
9358,63,Cubemen 2,7.1,cubemen2
9359,63,Sniper Elite III,6.6,snipereliteiii
9360,63,Destiny: The Dark Below,3.1,destiny thedarkbelow
9361,63,Lemmings Touch,6.7,lemmingstouch
9362,63,Table Top Racing,6.8,tabletopracing
9363,63,Castlevania: Lords of Shadow 2,7.8,castlevania lordsofshadow2
9364,63,Fist of Jesus,5.2,fistofjesus
9365,63,WRC 4: FIA World Rally Championship,6.9,wrc4 fiaworldrallychampionship
9366,63,"Sir, You Are Being Hunted",6.5,sir youarebeinghunted
9367,63,PlayStation Vita Pets,7.5,playstationvitapets
9368,63,Quest for Infamy,7.4,questforinfamy
9369,63,Weapon Shop de Omasse,7.4,weaponshopdeomasse
9370,62,Goat Simulator,6.6,goatsimulator
9371,62,F1 2014,4.2,f12014
9372,62,Buzz Aldrin's Space Program Manager,6.6,buzzaldrin sspaceprogrammanager
9373,62,Wooden Sen'SeY,7.3,woodensen sey
9374,62,Watch Dogs,6.4,watchdogs
9375,62,Master Reboot,6.0,masterreboot
9376,62,Batman: Arkham Origins Blackgate - Deluxe Edition,7.0,batman arkhamoriginsblackgate deluxeedition
9377,62,Assassin's Creed Liberation HD,5.7,assassin screedliberationhd
9378,62,Dex,7.7,dex
9379,62,Cube Tactics,,cubetactics
9380,62,The Old City: Leviathan,5.6,theoldcity leviathan
9381,62,continue?9876543210,6.3,continue 9876543210
9382,62,Worms Battlegrounds,5.9,wormsbattlegrounds
9383,62,Naruto Shippuden: Ultimate Ninja Storm Revolution,7.2,narutoshippuden ultimateninjastormrevolution
9384,62,Conception II: Children of the Seven Stars,7.5,conceptionii childrenofthesevenstars
9385,62,WWE 2K15,5.2,wwe2k15
9386,62,Conception II: Children of the Seven Stars,7.8,conceptionii childrenofthesevenstars
9387,61,Pure Chess,6.9,purechess
9388,61,Sixty Second Shooter Prime,7.2,sixtysecondshooterprime
9389,61,Shadowrun Chronicles: Boston Lockdown,7.1,shadowrunchronicles bostonlockdown
9390,61,Redux: Dark Matters,,redux darkmatters
9391,61,F1 Race Stars: Powered Up Edition,6.7,f1racestars poweredupedition
9392,61,The Crew,5.3,thecrew
9393,61,Ryse: Son of Rome,6.7,ryse sonofrome
9394,61,A City Sleeps,5.8,acitysleeps
9395,61,F1 2014,4.8,f12014
9396,61,Ragnarok Odyssey ACE,6.5,ragnarokodysseyace
9397,61,Flockers,4.5,flockers
9398,61,Drakengard 3,7.9,drakengard3
9399,61,Senran Kagura: Bon Appetit!,7.2,senrankagura bonappetit 
9400,60,Kinect Sports Rivals,5.0,kinectsportsrivals
9401,60,Pac-Man and the Ghostly Adventures 2,6.5,pac manandtheghostlyadventures2
9402,60,Magic: Duels of the Planeswalkers 2015,3.2,magic duelsoftheplaneswalkers2015
9403,60,Batman: Arkham Origins Blackgate - Deluxe Edition,5.7,batman arkhamoriginsblackgate deluxeedition
9404,60,Cooking Mama 5: Bon Appetit!,7.0,cookingmama5 bonappetit 
9405,60,Batman: Arkham Origins Blackgate - Deluxe Edition,6.0,batman arkhamoriginsblackgate deluxeedition
9406,60,Firefall,6.7,firefall
9407,60,NHL 15,3.7,nhl15
9408,60,KickBeat: Special Edition,3.8,kickbeat specialedition
9409,60,Natural Doctrine,7.2,naturaldoctrine
9410,59,Pac-Man and the Ghostly Adventures 2,6.3,pac manandtheghostlyadventures2
9411,59,Ethan: Meteor Hunter,5.4,ethan meteorhunter
9412,59,Mind Zero,6.7,mindzero
9413,59,Fantasy Hero: Unsigned Legacy,,fantasyhero unsignedlegacy
9414,59,Loadout,5.9,loadout
9415,59,NBA Live 15,5.6,nbalive15
9416,59,Tetris Ultimate,4.3,tetrisultimate
9417,59,NHL 15,3.2,nhl15
9418,59,Lifeless Planet,6.7,lifelessplanet
9419,59,Schrodinger's Cat and the Raiders of the Lost Quark,6.3,schrodinger scatandtheraidersofthelostquark
9420,59,Abyss,5.3,abyss
9421,59,AeternoBlade,7.3,aeternoblade
9422,59,Murdered: Soul Suspect,7.3,murdered soulsuspect
9423,59,Murdered: Soul Suspect,6.9,murdered soulsuspect
9424,59,Entwined,6.6,entwined
9425,59,Dead Effect,6.3,deadeffect
9426,58,The Castle Doctrine,6.9,thecastledoctrine
9427,58,1954: Alcatraz,6.3,1954 alcatraz
9428,58,Secrets of Raetikon,7.1,secretsofraetikon
9429,58,Castlevania: Lords of Shadow 2,7.7,castlevania lordsofshadow2
9430,58,Toy Stunt Bike,6.6,toystuntbike
9431,58,Cel Damage HD,6.1,celdamagehd
9432,58,Flyhunter Origins,,flyhunterorigins
9433,57,Sacred 3,1.5,sacred3
9434,57,Akiba's Trip: Undead & Undressed,7.7,akiba strip undead undressed
9435,57,Randal's Monday,6.7,randal smonday
9436,57,Nether,4.6,nether
9437,57,Back to Bed,6.0,backtobed
9438,57,Jet Car Stunts,7.4,jetcarstunts
9439,57,Mugen Souls Z,6.3,mugensoulsz
9440,57,The Amazing Spider-Man 2,5.5,theamazingspider man2
9441,57,Akiba's Trip: Undead & Undressed,7.0,akiba strip undead undressed
9442,56,WWE 2K15,5.5,wwe2k15
9443,56,Sacred 3,3.6,sacred3
9444,56,Surgeon Simulator: Anniversary Edition,5.1,surgeonsimulator anniversaryedition
9445,56,Infinity Runner,6.5,infinityrunner
9446,56,Dead Rising 3: Fallen Angel,4.5,deadrising3 fallenangel
9447,56,Run Like Hell!,4.3,runlikehell 
9448,56,Super Toy Cars,6.4,supertoycars
9449,56,Short Peace: Ranko Tsukigime's Longest Day,5.8,shortpeace rankotsukigime slongestday
9450,56,Bound by Flame,6.8,boundbyflame
9451,55,How to Survive,5.6,howtosurvive
9452,55,Monochroma,6.9,monochroma
9453,55,The Amazing Spider-Man 2,6.3,theamazingspider man2
9454,72,Bombastic,7.2,bombastic
9455,72,The Gladiators: The Galactic Circus Games,,thegladiators thegalacticcircusgames
9456,72,Horizons: Empire of Istaria,8.0,horizons empireofistaria
9457,72,XIII,7.7,xiii
9458,72,Arc the Lad: Twilight of the Spirits,8.4,arcthelad twilightofthespirits
9459,72,Wings,,wings
9460,72,Dungeons & Dragons Heroes,8.1,dungeons dragonsheroes
9461,72,Hunter: The Reckoning Redeemer,7.2,hunter thereckoningredeemer
9462,72,Spyro: Attack of the Rhynocs,7.4,spyro attackoftherhynocs
9463,72,Jurassic Park: Operation Genesis,8.7,jurassicpark operationgenesis
9464,72,X2: The Threat,7.2,x2 thethreat
9465,71,The King of Fighters 2000/2001,8.7,thekingoffighters2000 2001
9466,71,G1 Jockey 3,8.2,g1jockey3
9467,71,Star Wars: The Clone Wars,7.3,starwars theclonewars
9468,71,Godzilla: Destroy All Monsters Melee,6.8,godzilla destroyallmonstersmelee
9469,71,RoadKill,7.9,roadkill
9470,71,Billy Hatcher and the Giant Egg,8.6,billyhatcherandthegiantegg
9471,71,Vexx,7.3,vexx
9472,71,Star Wars Galaxies: An Empire Divided,5.8,starwarsgalaxies anempiredivided
9473,71,Conflict: Desert Storm II - Back to Baghdad,6.8,conflict desertstormii backtobaghdad
9474,71,Goblin Commander: Unleash the Horde,7.8,goblincommander unleashthehorde
9475,71,NBA Inside Drive 2004,8.2,nbainsidedrive2004
9476,71,NFL Blitz Pro,6.6,nflblitzpro
9477,71,The Haunted Mansion,8.8,thehauntedmansion
9478,71,The Temple of Elemental Evil,7.7,thetempleofelementalevil
9479,71,Hulk,7.4,hulk
9480,71,NFL Blitz Pro,,nflblitzpro
9481,71,SpongeBob SquarePants: Battle for Bikini Bottom,8.7,spongebobsquarepants battleforbikinibottom
9482,71,Enclave,7.0,enclave
9483,71,Arx Fatalis,7.0,arxfatalis
9484,71,SpongeBob SquarePants: Battle for Bikini Bottom,8.2,spongebobsquarepants battleforbikinibottom
9485,71,Tak and the Power of Juju,8.3,takandthepowerofjuju
9486,71,Wario World,7.3,warioworld
9487,71,P.T.O. IV: Pacific Theater of Operations,6.6,p t o iv pacifictheaterofoperations
9488,71,IndyCar Series,7.8,indycarseries
9489,71,Post Mortem,7.6,postmortem
9490,71,Teenage Mutant Ninja Turtles,8.3,teenagemutantninjaturtles
9491,71,Hulk,8.1,hulk
9492,70,Goblin Commander: Unleash the Horde,,goblincommander unleashthehorde
9493,70,Nosferatu: The Wrath of Malachi,7.5,nosferatu thewrathofmalachi
9494,70,.hack//Outbreak Part 3,8.3, hack  outbreakpart3
9495,70,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,8.1,ultimatemuscle thekinnikumanlegacy thepathofthesuperhero
9496,70,Madden NFL 2004,6.6,maddennfl2004
9497,70,SpongeBob SquarePants: Battle for Bikini Bottom,8.4,spongebobsquarepants battleforbikinibottom
9498,70,High Heat Major League Baseball 2004,,highheatmajorleaguebaseball2004
9499,70,No Man's Land,7.1,noman sland
9500,70,Conflict: Desert Storm II - Back to Baghdad,8.4,conflict desertstormii backtobaghdad
9501,70,F1 Career Challenge,7.7,f1careerchallenge
9502,70,Wing Commander: Prophecy,8.3,wingcommander prophecy
9503,70,Crash Nitro Kart,8.3,crashnitrokart
9504,70,Gekido Advance: Kintaro's Revenge,7.0,gekidoadvance kintaro srevenge
9505,70,Sega Arcade Gallery,,segaarcadegallery
9506,70,Legacy of Kain: Defiance,8.6,legacyofkain defiance
9507,70,Vexx,8.5,vexx
9508,70,CIMA: The Enemy,,cima theenemy
9509,70,World War II: Frontline Command,6.8,worldwarii frontlinecommand
9510,70,ATV Quad Power Racing 2,8.4,atvquadpowerracing2
9511,69,EVE Online,7.5,eveonline
9512,69,Chrome,6.8,chrome
9513,69,Neighbors from Hell,8.3,neighborsfromhell
9514,69,IndyCar Series,,indycarseries
9515,69,Gladiator: Sword of Vengeance,7.5,gladiator swordofvengeance
9516,69,Harry Potter: Quidditch World Cup,7.9,harrypotter quidditchworldcup
9517,69,The Haunted Mansion,8.1,thehauntedmansion
9518,69,The Haunted Mansion,8.0,thehauntedmansion
9519,69,SWAT: Global Strike Team,7.8,swat globalstriketeam
9520,69,Freaky Flyers,6.5,freakyflyers
9521,69,Hulk,7.7,hulk
9522,69,Mario Party 5,8.0,marioparty5
9523,69,SWAT: Global Strike Team,6.3,swat globalstriketeam
9524,69,Harry Potter: Quidditch World Cup,7.5,harrypotter quidditchworldcup
9525,69,Silent Line: Armored Core,8.8,silentline armoredcore
9526,69,Crash Nitro Kart,7.8,crashnitrokart
9527,69,Clock Tower 3,7.6,clocktower3
9528,69,Jurassic Park: Operation Genesis,8.6,jurassicpark operationgenesis
9529,69,XGRA: Extreme-G Racing Association,7.3,xgra extreme gracingassociation
9530,69,Kya: Dark Lineage,8.3,kya darklineage
9531,68,Magic: The Gathering - Battlegrounds,7.4,magic thegathering battlegrounds
9532,68,Whiplash,,whiplash
9533,68,RoadKill,7.4,roadkill
9534,68,Medal of Honor: Rising Sun,6.4,medalofhonor risingsun
9535,68,Tak and the Power of Juju,8.7,takandthepowerofjuju
9536,68,Lost Kingdoms II,8.1,lostkingdomsii
9537,68,Jazz Jackrabbit,,jazzjackrabbit
9538,68,Goblin Commander: Unleash the Horde,8.5,goblincommander unleashthehorde
9539,68,Harry Potter: Quidditch World Cup,6.5,harrypotter quidditchworldcup
9540,68,ATV Quad Power Racing 2,,atvquadpowerracing2
9541,68,Dark Fall: The Journal,7.5,darkfall thejournal
9542,68,Gallop Racer 2003: A New Breed,8.5,gallopracer2003 anewbreed
9543,68,ATV Quad Power Racing 2,,atvquadpowerracing2
9544,68,Crimsonland,7.4,crimsonland
9545,68,Harry Potter: Quidditch World Cup,8.4,harrypotter quidditchworldcup
9546,68,NBA Jam,8.1,nbajam
9547,68,Line of Sight: Vietnam,7.4,lineofsight vietnam
9548,68,XGRA: Extreme-G Racing Association,8.6,xgra extreme gracingassociation
9549,68,Devil May Cry 2,6.4,devilmaycry2
9550,68,Sea Trader: Rise of Taipan,,seatrader riseoftaipan
9551,68,Hunter: The Reckoning Wayward,8.6,hunter thereckoningwayward
9552,68,Squad Assault: West Front,,squadassault westfront
9553,68,WWE Raw 2,7.4,wweraw2
9554,75,Command & Conquer: Renegade,8.0,command conquer renegade
9555,75,SkyGunner,8.0,skygunner
9556,75,Activision Anthology,8.1,activisionanthology
9557,75,Sonic Mega Collection,8.6,sonicmegacollection
9558,75,Burnout,6.8,burnout
9559,75,Hegemonia: Legions of Iron,7.5,hegemonia legionsofiron
9560,75,Need for Speed: Hot Pursuit 2,6.4,needforspeed hotpursuit2
9561,75,The Sims: Vacation,7.7,thesims vacation
9562,75,Bloody Roar: Primal Fury,8.3,bloodyroar primalfury
9563,75,Disney Sports Soccer,,disneysportssoccer
9564,75,Bomberman Max 2: Red Advance,,bombermanmax2 redadvance
9565,75,Star Wars Jedi Knight II: Jedi Outcast,7.9,starwarsjediknightii jedioutcast
9566,75,Aggressive Inline,,aggressiveinline
9567,75,Bomberman Max 2: Blue Advance,,bombermanmax2 blueadvance
9568,75,Spider-Man: The Movie,7.4,spider man themovie
9569,75,BloodRayne,8.3,bloodrayne
9570,75,NHL 2003,7.3,nhl2003
9571,75,Magic: The Gathering Online,4.8,magic thegatheringonline
9572,74,Robotech: Battlecry,8.4,robotech battlecry
9573,74,James Bond 007: Agent Under Fire,6.7,jamesbond007 agentunderfire
9574,74,Pac-Man World 2,8.2,pac manworld2
9575,74,Ultimate Fighting Championship: Tapout,,ultimatefightingchampionship tapout
9576,74,NCAA March Madness 2003,8.0,ncaamarchmadness2003
9577,74,Rocky,8.5,rocky
9578,74,Headhunter,8.0,headhunter
9579,74,MX Superfly,,mxsuperfly
9580,74,RollerCoaster Tycoon 2,8.6,rollercoastertycoon2
9581,74,Pirates: The Legend of Black Kat,8.8,pirates thelegendofblackkat
9582,74,Armored Core 3,8.9,armoredcore3
9583,74,Way of the Samurai,8.1,wayofthesamurai
9584,74,Rocky,7.3,rocky
9585,74,Fatal Frame,8.9,fatalframe
9586,74,Capcom vs. SNK Pro,8.5,capcomvs snkpro
9587,74,Wreckless: The Yakuza Missions,5.4,wreckless theyakuzamissions
9588,74,TransWorld Snowboarding,8.5,transworldsnowboarding
9589,74,Medal of Honor: Allied Assault - Spearhead,7.5,medalofhonor alliedassault spearhead
9590,74,Rocky,7.1,rocky
9591,74,Phantom Crash,8.4,phantomcrash
9592,74,Robotech: Battlecry,7.0,robotech battlecry
9593,74,Cossacks: The Art of War,8.3,cossacks theartofwar
9594,73,Rally Fusion: Race of Champions,,rallyfusion raceofchampions
9595,73,Sled Storm,8.0,sledstorm
9596,73,Dead to Rights,8.3,deadtorights
9597,73,Dead to Rights,8.8,deadtorights
9598,73,Driver 2 Advance,6.6,driver2advance
9599,73,Super Bust-A-Move 2,,superbust a move2
9600,73,NFL Blitz 20-03,8.6,nflblitz20 03
9601,73,Warrior Kings,7.7,warriorkings
