,metascore,name,userscore,name_new
479,86,Gears of War 4,6.7,gearsofwar4
480,86,Guilty Gear Xrd -REVELATOR-,8.1,guiltygearxrd revelator 
481,95,Metal Gear Solid V: The Phantom Pain,7.4,metalgearsolidv thephantompain
482,93,The Witcher 3: Wild Hunt,9.3,thewitcher3 wildhunt
483,93,Metal Gear Solid V: The Phantom Pain,8.2,metalgearsolidv thephantompain
484,92,Journey,8.4,journey
485,92,Bloodborne,8.9,bloodborne
486,92,The Witcher 3: Wild Hunt,9.2,thewitcher3 wildhunt
487,91,Far Cry 3,8.6,farcry3
488,90,Far Cry 3,8.5,farcry3
489,90,Trials Evolution,8.0,trialsevolution
490,90,Mark of the Ninja,7.4,markoftheninja
491,90,Okami HD,8.9,okamihd
492,90,XCOM: Enemy Unknown,8.3,xcom enemyunknown
493,90,Guild Wars 2,8.1,guildwars2
494,85,Radiant Historia,8.5,radianthistoria
495,85,Plants vs. Zombies,7.9,plantsvs zombies
496,85,Super Street Fighter IV: 3D Edition,8.0,superstreetfighteriv 3dedition
497,85,Battlefield 3,7.5,battlefield3
498,85,Crysis 2,7.2,crysis2
499,85,The Legend of Zelda: Four Swords Anniversary Edition,7.4,thelegendofzelda fourswordsanniversaryedition
500,85,Marvel vs. Capcom 3: Fate of Two Worlds,7.1,marvelvs capcom3 fateoftwoworlds
501,85,Frozen Synapse,7.6,frozensynapse
502,85,NBA Jam: On Fire Edition,7.4,nbajam onfireedition
503,87,Axiom Verge,8.4,axiomverge
504,87,Destiny 2,4.3,destiny2
505,87,Total War: WARHAMMER II,7.5,totalwar warhammerii
506,87,Forza Horizon 3: Hot Wheels,7.4,forzahorizon3 hotwheels
507,86,Thumper,5.1,thumper
508,86,Rocket League,8.2,rocketleague
509,86,F1 2017,7.8,f12017
510,86,Cuphead,8.5,cuphead
511,86,Pillars of Eternity: Complete Edition,7.7,pillarsofeternity completeedition
512,86,Sky Force Reloaded,6.5,skyforcereloaded
513,86,Dishonored 2,6.7,dishonored2
514,86,F1 2016,7.7,f12016
515,86,Pony Island,7.3,ponyisland
516,86,Titanfall 2,8.2,titanfall2
517,86,Dying Light: The Following,8.2,dyinglight thefollowing
518,86,Day of the Tentacle Remastered,7.9,dayofthetentacleremastered
519,86,Fire Emblem Fates: Birthright,7.3,fireemblemfates birthright
520,86,The Legend of Zelda: Twilight Princess HD,8.4,thelegendofzelda twilightprincesshd
521,85,Monster Hunter Generations,8.0,monsterhuntergenerations
522,85,DiRT Rally,8.0,dirtrally
523,85,Crypt of the NecroDancer,6.7,cryptofthenecrodancer
524,92,Undertale,8.3,undertale
525,91,The Witcher 3: Wild Hunt,9.2,thewitcher3 wildhunt
526,91,Metal Gear Solid V: The Phantom Pain,7.8,metalgearsolidv thephantompain
527,90,Shovel Knight,7.6,shovelknight
528,90,Mario Kart 8 DLC Pack 2,8.9,mariokart8dlcpack2
529,90,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,8.0,talesfromtheborderlands episode5 thevaultofthetraveler
530,90,The Witcher 3: Wild Hunt - Hearts of Stone,8.7,thewitcher3 wildhunt heartsofstone
531,89,The Witcher 3: Wild Hunt - Hearts of Stone,9.0,thewitcher3 wildhunt heartsofstone
532,89,The Legend of Zelda: Majora's Mask 3D,8.9,thelegendofzelda majora smask3d
533,89,Pillars of Eternity,8.3,pillarsofeternity
534,89,3D Gunstar Heroes,7.9,3dgunstarheroes
535,89,Dark Souls II: Scholar of the First Sin,7.7,darksoulsii scholarofthefirstsin
536,90,FIFA Soccer 13,6.2,fifasoccer13
537,90,NBA 2K13,8.0,nba2k13
538,89,Borderlands 2,8.3,borderlands2
539,89,XCOM: Enemy Unknown,8.2,xcom enemyunknown
540,89,The Walking Dead: A Telltale Games Series,8.7,thewalkingdead atelltalegamesseries
541,89,Fez,6.2,fez
542,89,The Walking Dead: Episode 5 - No Time Left,8.8,thewalkingdead episode5 notimeleft
543,89,Borderlands 2,8.2,borderlands2
544,89,Dishonored,7.9,dishonored
545,89,XCOM: Enemy Unknown,8.2,xcom enemyunknown
546,85,Mario Kart 7,8.3,mariokart7
547,85,Trine 2,7.3,trine2
548,85,Trine 2,7.2,trine2
549,85,Tiger Woods PGA Tour 12: The Masters,6.4,tigerwoodspgatour12 themasters
550,85,Star Wars: The Old Republic,5.9,starwars theoldrepublic
551,84,Saints Row: The Third,8.1,saintsrow thethird
552,84,Crysis 2,7.5,crysis2
553,84,SpaceChem,8.5,spacechem
554,84,Might & Magic: Clash of Heroes,7.9,might magic clashofheroes
555,84,Beyond Good & Evil HD,8.5,beyondgood evilhd
556,86,Thimbleweed Park,7.4,thimbleweedpark
557,86,Minecraft: Switch Edition,7.2,minecraft switchedition
558,86,Resident Evil 7: biohazard,7.6,residentevil7 biohazard
559,86,Final Fantasy XII: The Zodiac Age,8.3,finalfantasyxii thezodiacage
560,86,Wolfenstein II: The New Colossus,6.7,wolfensteinii thenewcolossus
561,86,Sonic Mania,8.4,sonicmania
562,86,Resident Evil 7: biohazard,7.8,residentevil7 biohazard
563,86,PlayerUnknown's Battlegrounds,4.5,playerunknown sbattlegrounds
564,86,Observer,7.6,observer
565,86,Robo Recall,7.6,roborecall
566,86,West of Loathing,7.7,westofloathing
567,85,Hearthstone: Whispers of the Old Gods,5.4,hearthstone whispersoftheoldgods
568,85,Firewatch,4.3,firewatch
569,85,BlazBlue: Chrono Phantasma Extend,7.4,blazblue chronophantasmaextend
570,85,DOOM,8.3,doom
571,85,Shadow Tactics: Blades of the Shogun,8.4,shadowtactics bladesoftheshogun
572,85,SUPERHOT VR,6.8,superhotvr
573,85,Pro Evolution Soccer 2017,7.4,proevolutionsoccer2017
574,85,F1 2016,7.8,f12016
575,85,Thumper,7.7,thumper
576,85,Assault Android Cactus,6.7,assaultandroidcactus
577,85,Mortal Kombat XL,7.8,mortalkombatxl
578,89,3D Streets of Rage II,7.4,3dstreetsofrageii
579,89,Bastion,7.8,bastion
580,89,Destiny: The Taken King,5.2,destiny thetakenking
581,88,Fallout 4,6.4,fallout4
582,88,Nuclear Throne,7.6,nuclearthrone
583,88,Super Mario Maker,8.8,supermariomaker
584,88,Divinity: Original Sin Enhanced Edition,7.7,divinity originalsinenhancededition
585,88,Kerbal Space Program,8.2,kerbalspaceprogram
586,88,Divinity: Original Sin Enhanced Edition,8.0,divinity originalsinenhancededition
587,88,Ori and the Blind Forest,8.6,oriandtheblindforest
588,88,Starcraft II: Legacy of the Void,8.3,starcraftii legacyofthevoid
589,88,The Talos Principle,8.2,thetalosprinciple
590,89,Mass Effect 3,5.7,masseffect3
591,89,Dark Souls: Artorias of the Abyss,8.6,darksouls artoriasoftheabyss
592,89,The Walking Dead: Episode 5 - No Time Left,8.8,thewalkingdead episode5 notimeleft
593,89,Colors! 3D,7.8,colors 3d
594,88,Dishonored,7.9,dishonored
595,88,Pinball FX 2: Marvel Pinball - Avengers Chronicles,7.5,pinballfx2 marvelpinball avengerschronicles
596,88,Zero Escape: Virtue's Last Reward,8.8,zeroescape virtue slastreward
597,88,Far Cry 3,8.3,farcry3
598,88,Rayman Origins,8.4,raymanorigins
599,88,Torchlight II,8.5,torchlightii
600,84,Fight Night Champion,7.3,fightnightchampion
601,84,God of War: Origins Collection,8.5,godofwar originscollection
602,84,Top Spin 4,8.2,topspin4
603,84,Battlefield 3,7.5,battlefield3
604,84,Outland,7.4,outland
605,84,Super Street Fighter IV: Arcade Edition,7.7,superstreetfighteriv arcadeedition
606,84,Football Manager 2012,7.9,footballmanager2012
607,84,Unity of Command,7.1,unityofcommand
608,84,Marvel vs. Capcom 3: Fate of Two Worlds,7.3,marvelvs capcom3 fateoftwoworlds
609,84,Resident Evil 4 HD,8.5,residentevil4hd
610,86,DiRT 4,6.6,dirt4
611,86,Guilty Gear Xrd: Rev 2,7.9,guiltygearxrd rev2
612,86,Forza Motorsport 7,5.9,forzamotorsport7
613,86,Sonic Mania,8.8,sonicmania
614,86,Injustice 2,7.7,injustice2
615,85,Thumper,7.7,thumper
616,85,Metroid: Samus Returns,8.9,metroid samusreturns
617,85,Dragon Quest VIII: Journey of the Cursed King,8.7,dragonquestviii journeyofthecursedking
618,85,Pillars of Eternity: Complete Edition,7.7,pillarsofeternity completeedition
619,85,Ratchet & Clank,8.6,ratchet clank
620,85,MLB The Show 16,7.2,mlbtheshow16
621,85,The Last Door: Season 2,7.3,thelastdoor season2
622,85,Chime Sharp,4.8,chimesharp
623,85,FIFA 17,4.9,fifa17
624,85,DOOM,8.4,doom
625,85,Gone Home: Console Edition,4.5,gonehome consoleedition
626,84,Valkyria Chronicles Remastered,8.2,valkyriachroniclesremastered
627,88,Ori and the Blind Forest,8.7,oriandtheblindforest
628,87,Bloodborne: The Old Hunters,9.3,bloodborne theoldhunters
629,87,Oddworld: Abe's Oddysee - New 'n' Tasty,7.7,oddworld abe soddysee new n tasty
630,87,Crypt of the NecroDancer,7.7,cryptofthenecrodancer
631,87,Batman: Arkham Knight,7.8,batman arkhamknight
632,87,Forza Motorsport 6,7.7,forzamotorsport6
633,87,Skylanders SuperChargers,5.7,skylanderssuperchargers
634,87,3D Sonic the Hedgehog 2,8.4,3dsonicthehedgehog2
635,87,Pro Evolution Soccer 2016,7.2,proevolutionsoccer2016
636,87,3D Out Run,8.3,3doutrun
637,87,Dark Souls II: Scholar of the First Sin,8.0,darksoulsii scholarofthefirstsin
638,87,NBA 2K16,6.7,nba2k16
639,88,Thirty Flights of Loving,5.0,thirtyflightsofloving
640,88,The Witcher 2: Assassins of Kings,8.3,thewitcher2 assassinsofkings
641,88,The Walking Dead: Episode 3 - Long Road Ahead,8.3,thewalkingdead episode3 longroadahead
642,88,Diablo III,4.1,diabloiii
643,88,LittleBigPlanet PS Vita,8.6,littlebigplanetpsvita
644,88,FIFA Soccer 13,6.6,fifasoccer13
645,88,The Walking Dead: Episode 5 - No Time Left,8.7,thewalkingdead episode5 notimeleft
646,88,NBA 2K13,7.3,nba2k13
647,87,Halo 4,7.0,halo4
648,87,La-Mulana,8.2,la mulana
649,87,Max Payne 3,7.8,maxpayne3
650,84,Killzone 3,8.0,killzone3
651,84,Stacking,8.1,stacking
652,84,F1 2011,7.1,f12011
653,84,Mortal Kombat,8.4,mortalkombat
654,85,Paradigm,7.3,paradigm
655,85,Battlerite,7.5,battlerite
656,85,Nioh: Bloodshed's End,6.6,nioh bloodshed send
657,85,Assassin's Creed Origins,7.5,assassin screedorigins
658,85,Final Fantasy IX,9.1,finalfantasyix
659,85,The Binding of Isaac: Afterbirth +,8.1,thebindingofisaac afterbirth 
660,85,Ys VIII: Lacrimosa of DANA,8.1,ysviii lacrimosaofdana
661,85,Galactic Civilizations III: Crusade,6.7,galacticcivilizationsiii crusade
662,85,SteamWorld Dig 2,8.4,steamworlddig2
663,84,Planet Coaster,7.7,planetcoaster
664,84,FIFA 17,5.2,fifa17
665,84,BioShock: The Collection,8.6,bioshock thecollection
666,84,BlazBlue: Central Fiction,7.8,blazblue centralfiction
667,84,Salt and Sanctuary,8.1,saltandsanctuary
668,84,Steins Gate 0,8.7,steinsgate0
669,84,Gears of War 4,6.9,gearsofwar4
670,87,Fallout 4,6.6,fallout4
671,86,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,8.7,talesfromtheborderlands episode5 thevaultofthetraveler
672,86,Uncharted: The Nathan Drake Collection,8.6,uncharted thenathandrakecollection
673,86,Tales from the Borderlands: A Telltale Game Series,8.1,talesfromtheborderlands atelltalegameseries
674,86,Final Fantasy XIV: Heavensward,8.2,finalfantasyxiv heavensward
675,86,Shovel Knight,7.7,shovelknight
676,86,DmC: Devil May Cry Definitive Edition,7.5,dmc devilmaycrydefinitiveedition
677,86,Monster Hunter 4 Ultimate,8.6,monsterhunter4ultimate
678,86,NBA 2K16,6.1,nba2k16
679,87,Max Payne 3,7.7,maxpayne3
680,87,Battlefield 3: Armored Kill,7.1,battlefield3 armoredkill
681,87,The Walking Dead: Episode 3 - Long Road Ahead,7.9,thewalkingdead episode3 longroadahead
682,87,MLB 12: The Show,7.5,mlb12 theshow
683,87,Velocity,7.6,velocity
684,87,Spelunky,7.3,spelunky
685,86,Total War: Shogun 2 - Fall of the Samurai,8.5,totalwar shogun2 fallofthesamurai
686,85,Yakuza 0,8.8,yakuza0
687,85,MLB The Show 17,6.9,mlbtheshow17
688,85,Destiny 2,4.9,destiny2
689,85,Wipeout: Omega Collection,8.5,wipeout omegacollection
690,85,Mutant Mudds Collection,7.8,mutantmuddscollection
691,85,NeuroVoider,8.0,neurovoider
692,85,Starcraft Remastered,7.8,starcraftremastered
693,85,NBA 2K18,1.5,nba2k18
694,85,Shadow Tactics: Blades of the Shogun,8.1,shadowtactics bladesoftheshogun
695,86,Her Story,6.0,herstory
696,86,Homeworld Remastered Collection,8.2,homeworldremasteredcollection
697,86,Rise of the Tomb Raider,8.0,riseofthetombraider
698,86,SteamWorld Heist,8.4,steamworldheist
699,86,Final Fantasy XIV: Heavensward,8.1,finalfantasyxiv heavensward
700,86,Destiny: The Taken King,6.2,destiny thetakenking
701,86,Heroes of the Storm,6.5,heroesofthestorm
702,86,Code:Realize - Guardian of Rebirth,7.9,code realize guardianofrebirth
703,86,OlliOlli2: Welcome to Olliwood,6.5,olliolli2 welcometoolliwood
704,86,Football Manager 2013,6.8,footballmanager2013
705,86,UFC Undisputed 3,7.3,ufcundisputed3
706,86,Black Mesa,8.9,blackmesa
707,86,FIFA Soccer 13,6.6,fifasoccer13
708,86,Tribes: Ascend,7.8,tribes ascend
709,86,Rayman Origins,8.4,raymanorigins
710,86,Crashmo,8.3,crashmo
711,86,Tales From Space: Mutant Blobs Attack,8.3,talesfromspace mutantblobsattack
712,85,Planescape: Torment - Enhanced Edition,6.8,planescape torment enhancededition
713,85,Pyre,7.9,pyre
714,85,DiRT 4,7.5,dirt4
715,85,Mario + Rabbids: Kingdom Battle,8.5,mario rabbids kingdombattle
716,84,Project CARS 2,5.6,projectcars2
717,84,Statik,7.8,statik
718,84,Kingdom Hearts HD I.5 + II.5 Remix,9.0,kingdomheartshdi 5 ii 5remix
719,84,Pokemon Ultra Sun,9.0,pokemonultrasun
720,84,South Park: The Fractured But Whole,7.6,southpark thefracturedbutwhole
721,84,Shovel Knight: Specter of Torment,7.8,shovelknight specteroftorment
722,84,Rakuen,8.2,rakuen
723,86,Mortal Kombat X,7.4,mortalkombatx
724,86,Gunman Clive HD Collection,8.1,gunmanclivehdcollection
725,86,Xenoblade Chronicles 3D,8.9,xenobladechronicles3d
726,86,DiRT Rally,8.7,dirtrally
727,86,Rocket League,8.3,rocketleague
728,86,The Legend of Heroes: Trails of Cold Steel,8.8,thelegendofheroes trailsofcoldsteel
729,85,Cities: Skylines,8.9,cities skylines
730,85,OlliOlli2: Welcome to Olliwood,7.0,olliolli2 welcometoolliwood
731,85,Tales from the Borderlands: A Telltale Game Series,8.5,talesfromtheborderlands atelltalegameseries
732,86,Max Payne 3,7.8,maxpayne3
733,86,ZEN Pinball 2,7.9,zenpinball2
734,86,Dance Central 3,8.1,dancecentral3
735,86,Persona 4 Arena,6.5,persona4arena
736,85,Mass Effect 3: Special Edition,7.6,masseffect3 specialedition
737,85,Trials Evolution: Origin of Pain,8.4,trialsevolution originofpain
738,85,Assassin's Creed III,7.2,assassin screediii
739,85,Hotline Miami,8.6,hotlinemiami
740,85,Out of the Park Baseball 13,8.0,outoftheparkbaseball13
741,85,Forza Horizon,8.5,forzahorizon
742,85,Assassin's Creed III,6.9,assassin screediii
743,97,Super Mario Galaxy 2,9.1,supermariogalaxy2
744,85,Batman: Arkham Knight,6.8,batman arkhamknight
745,85,Life is Strange,8.6,lifeisstrange
746,85,Rocket League,8.6,rocketleague
747,85,The Binding of Isaac: Afterbirth,8.2,thebindingofisaac afterbirth
748,85,Chaos Reborn,8.2,chaosreborn
749,85,Resogun: Defenders,7.1,resogun defenders
750,85,Zenzizenzic,6.1,zenzizenzic
751,85,Mega Man Legacy Collection,7.5,megamanlegacycollection
752,85,Pro Evolution Soccer 2016,6.2,proevolutionsoccer2016
753,85,System Shock: Enhanced Edition,8.5,systemshock enhancededition
754,85,Dark Souls: Prepare to Die Edition,7.6,darksouls preparetodieedition
755,85,NBA 2K13,7.1,nba2k13
756,85,Sine Mora,7.2,sinemora
757,85,The Walking Dead: Episode 3 - Long Road Ahead,8.4,thewalkingdead episode3 longroadahead
758,85,Darksiders II,8.2,darksidersii
759,85,UFC Undisputed 3,7.6,ufcundisputed3
760,85,Mortal Kombat,7.9,mortalkombat
761,85,Batman: Arkham City - Armored Edition,8.4,batman arkhamcity armorededition
762,84,The Walking Dead: Episode 2 - Starved for Help,8.6,thewalkingdead episode2 starvedforhelp
763,84,Pinball FX 2,7.8,pinballfx2
764,84,PlanetSide 2,7.0,planetside2
765,84,Street Fighter X Tekken,5.4,streetfighterxtekken
766,96,Mass Effect 2,8.9,masseffect2
767,95,Red Dead Redemption,8.9,reddeadredemption
768,95,Red Dead Redemption,9.0,reddeadredemption
769,94,Mass Effect 2,8.8,masseffect2
770,93,Pac-Man Championship Edition DX,7.8,pac manchampionshipeditiondx
771,93,Starcraft II: Wings of Liberty,8.2,starcraftii wingsofliberty
772,93,Rock Band 3,8.3,rockband3
773,92,God of War III,8.8,godofwariii
774,92,Super Street Fighter IV,7.8,superstreetfighteriv
775,91,Super Street Fighter IV,7.6,superstreetfighteriv
776,91,Pac-Man Championship Edition DX,7.7,pac manchampionshipeditiondx
777,91,Rock Band 3,6.8,rockband3
778,91,Rock Band 3,8.0,rockband3
779,85,Super Meat Boy,6.9,supermeatboy
780,84,Rare Replay,8.0,rarereplay
781,84,Freedom Planet,8.5,freedomplanet
782,84,Shin Megami Tensei: Devil Survivor 2 Record Breaker,4.3,shinmegamitensei devilsurvivor2recordbreaker
783,84,Halo 5: Guardians,6.5,halo5 guardians
784,84,80 Days 2015,6.9,80days2015
785,84,Hearthstone: The Grand Tournament,4.1,hearthstone thegrandtournament
786,84,Grim Fandango Remastered,7.2,grimfandangoremastered
787,84,Sound Shapes,7.8,soundshapes
788,84,Assassin's Creed III,6.8,assassin screediii
789,84,Trine 2: Director's Cut,8.0,trine2 director scut
790,84,The Walking Dead: Episode 2 - Starved for Help,8.6,thewalkingdead episode2 starvedforhelp
791,84,Need for Speed: Most Wanted - A Criterion Game,5.9,needforspeed mostwanted acriteriongame
792,84,F1 2012,6.9,f12012
793,84,Need for Speed: Most Wanted - A Criterion Game,5.5,needforspeed mostwanted acriteriongame
794,84,The Walking Dead: Episode 1 - A New Day,8.2,thewalkingdead episode1 anewday
795,84,FTL: Faster Than Light,8.4,ftl fasterthanlight
796,84,The Walking Dead: Episode 2 - Starved for Help,8.4,thewalkingdead episode2 starvedforhelp
797,84,Darksiders II,7.2,darksidersii
798,84,New Super Mario Bros. U,8.1,newsupermariobros u
799,91,MLB 10: The Show,8.2,mlb10 theshow
800,91,Halo: Reach,8.1,halo reach
801,90,World of Warcraft: Cataclysm,5.6,worldofwarcraft cataclysm
802,90,Bayonetta,8.1,bayonetta
803,90,LIMBO,8.4,limbo
804,90,Assassin's Creed: Brotherhood,8.2,assassin screed brotherhood
805,90,Super Meat Boy,8.0,supermeatboy
806,90,Sid Meier's Civilization V,8.0,sidmeier scivilizationv
807,89,Shin Megami Tensei: Persona 3 Portable,7.8,shinmegamitensei persona3portable
808,89,Plants vs. Zombies,8.2,plantsvs zombies
809,89,Assassin's Creed: Brotherhood,8.3,assassin screed brotherhood
810,84,Axiom Verge,7.9,axiomverge
811,84,Xenoblade Chronicles X,9.0,xenobladechroniclesx
812,84,SOMA,8.4,soma
813,84,Grim Fandango Remastered,8.0,grimfandangoremastered
814,84,Fallout 4,5.5,fallout4
815,84,Madden NFL 16,6.0,maddennfl16
816,84,FIFA 16,4.4,fifa16
817,84,Final Fantasy X / X-2 HD Remaster,8.6,finalfantasyx x 2hdremaster
818,83,DmC: Devil May Cry Definitive Edition,7.4,dmc devilmaycrydefinitiveedition
819,83,Life is Strange,8.7,lifeisstrange
820,83,Steins Gate,8.8,steinsgate
821,84,Zero Escape: Virtue's Last Reward,8.8,zeroescape virtue slastreward
822,84,NHL 13,6.8,nhl13
823,84,Sound Shapes,7.5,soundshapes
824,89,Need for Speed: Hot Pursuit,7.4,needforspeed hotpursuit
825,89,Cave Story,8.8,cavestory
826,89,FIFA Soccer 11,8.0,fifasoccer11
827,89,Metal Gear Solid: Peace Walker,8.8,metalgearsolid peacewalker
828,89,NBA 2K11,8.1,nba2k11
829,89,NBA 2K11,7.6,nba2k11
830,88,DJ Hero 2,7.5,djhero2
831,88,NHL 11,7.2,nhl11
832,83,Resident Evil HD Remaster,8.2,residentevilhdremaster
833,88,BioShock 2,8.2,bioshock2
834,88,Battlefield: Bad Company 2,8.6,battlefield badcompany2
835,88,Battlefield: Bad Company 2,8.6,battlefield badcompany2
836,88,Pinball FX 2,8.2,pinballfx2
837,88,NHL 11,7.7,nhl11
838,88,Call of Duty: Black Ops,6.5,callofduty blackops
839,88,BioShock 2,8.2,bioshock2
840,88,BioShock 2,8.0,bioshock2
841,88,Battlefield: Bad Company 2 Vietnam,7.5,battlefield badcompany2vietnam
842,88,FIFA Soccer 11,7.5,fifasoccer11
843,88,Art of Balance,8.2,artofbalance
844,88,Battlefield: Bad Company 2 Vietnam,7.7,battlefield badcompany2vietnam
845,88,Need for Speed: Hot Pursuit,7.1,needforspeed hotpursuit
846,87,Super Meat Boy,8.3,supermeatboy
847,87,Monkey Island 2 Special Edition: LeChuck's Revenge,8.0,monkeyisland2specialedition lechuck srevenge
848,87,Red Dead Redemption: Undead Nightmare Pack,8.0,reddeadredemption undeadnightmarepack
849,87,Dragon Quest IX: Sentinels of the Starry Skies,8.5,dragonquestix sentinelsofthestarryskies
850,87,Battlefield: Bad Company 2,8.3,battlefield badcompany2
851,87,Heavy Rain,7.7,heavyrain
852,87,Monkey Island 2 Special Edition: LeChuck's Revenge,8.9,monkeyisland2specialedition lechuck srevenge
853,87,Mass Effect 2: Lair of the Shadow Broker,8.5,masseffect2 lairoftheshadowbroker
854,87,Pokemon SoulSilver Version,8.7,pokemonsoulsilverversion
855,87,Red Dead Redemption: Undead Nightmare Pack,8.3,reddeadredemption undeadnightmarepack
856,87,Donkey Kong Country Returns,8.7,donkeykongcountryreturns
857,87,Call of Duty: Black Ops,6.4,callofduty blackops
858,87,BlazBlue: Continuum Shift,8.1,blazblue continuumshift
859,87,Pokemon HeartGold Version,8.5,pokemonheartgoldversion
860,87,Sin & Punishment: Star Successor,8.5,sin punishment starsuccessor
861,87,Bayonetta,7.7,bayonetta
862,86,Kirby's Epic Yarn,8.5,kirby sepicyarn
863,86,DJ Hero 2,7.8,djhero2
864,86,Borderlands: The Secret Armory of General Knoxx,7.2,borderlands thesecretarmoryofgeneralknoxx
865,86,Need for Speed: Hot Pursuit,6.8,needforspeed hotpursuit
866,86,Fluidity,8.5,fluidity
867,86,Pinball FX 2: Marvel Pinball,8.3,pinballfx2 marvelpinball
868,86,God of War: Ghost of Sparta,8.5,godofwar ghostofsparta
869,86,Mass Effect 2: Lair of the Shadow Broker,8.5,masseffect2 lairoftheshadowbroker
870,86,NCAA Football 11,7.1,ncaafootball11
